student,overall_placement_scale_score,scale_score,no_number_and_operations,alg_algebra_and_algebraic_thinking,ms_measurement_and_data,geo_geometry,typical_growth,stretch_growth,diagnostic_date,attendance_rate,tardies_ytd,behavior_incidents_ytd,positive_behavior_points,engagement_rating_1_5,at_risk_behavior_flag
"GUERRERO, Layla",Mid Grade 1 (456),456,Emerging Grade 1,Mid Grade 1,Mid Grade 1,Grade 2,44,63,02/20/26,91.8,8,0,43,5,No
"WHITE, Lincoln",Emerging K (146),146,Early K,Early K,Mid K,Mid K,32,38,03/19/26,91.3,13,0,28,3,No
"CARTER, Aubrey",Late K (384),384,Mid K,Early K,Mid K,Emerging Grade 1,35,47,01/13/26,91.3,4,3,49,3,Yes
"JIMENEZ, John",Early K (352),352,Early K,Late K,Emerging K,Emerging K,25,34,02/24/26,93.3,10,0,31,3,No
"THOMPSON, Maya",Emerging K (234),234,Mid K,Early K,Mid K,Mid K,23,41,04/02/26,87.9,14,1,4,2,No
"MILLER, Kennedy",Emerging Grade 1 (417),417,Late K,Late K,Mid K,Mid K,25,32,05/06/26,89.3,6,5,23,4,Yes
"RAMIREZ, Brooklyn",Grade 7 (586),586,Grade 8,Grade 5,Grade 5,Grade 6,26,35,03/05/26,96.3,2,0,32,5,No
"GREEN, James",Late Grade 1 (479),479,Grade 3,Early Grade 1,Late Grade 1,Mid Grade 1,30,42,04/26/26,93.8,12,1,13,2,No
"NELSON, Hazel",Mid Grade 1 (458),458,Emerging Grade 1,Early Grade 1,Early Grade 1,Grade 2,24,31,04/17/26,93.4,8,0,40,4,No
"DAVIS, Ezra",Grade 5 (549),549,Grade 6,Grade 3,Grade 6,Grade 3,30,47,01/07/26,91.9,0,0,38,5,No
"EVANS, Brooklyn",Grade 6 (577),577,Grade 7,Grade 5,Grade 5,Grade 8,36,50,04/25/26,99.4,8,0,35,2,No
"GUTIERREZ, Elena",Grade 2 (482),482,Grade 2,Grade 2,Grade 3,Grade 2,34,49,03/27/26,90.8,7,0,30,4,No
"ROBERTS, Hazel",Late Grade 1 (480),480,Grade 3,Grade 3,Mid Grade 1,Grade 2,30,37,06/16/26,96.5,7,1,4,3,No
"VARGAS, Joseph",Grade 4 (540),540,Grade 6,Grade 3,Grade 4,Grade 4,27,38,03/10/26,95.6,9,1,17,3,No
"EVANS, Maverick",Grade 4 (525),525,Grade 4,Grade 3,Grade 4,Grade 6,37,52,02/26/26,91.1,7,0,46,5,No
"MENDOZA, Genesis",Early K (342),342,Early K,Late K,Mid K,Early K,32,52,06/09/26,92.2,9,0,16,4,No
"MORALES, Henry",Grade 7 (598),598,Grade 8,Grade 5,Grade 5,Grade 6,45,58,04/15/26,99.9,4,1,32,4,No
"VARGAS, Grace",Emerging K (209),209,Mid K,Early K,Mid K,Emerging K,35,53,04/11/26,90.0,12,0,3,1,No
"NELSON, Amelia",Early Grade 1 (425),425,Late K,Mid Grade 1,Emerging Grade 1,Late K,41,47,01/04/26,89.4,12,0,27,3,No
"TURNER, Owen",Mid Grade 1 (449),449,Grade 2,Mid Grade 1,Early Grade 1,Early Grade 1,20,35,02/06/26,94.1,3,0,39,1,No
"RIVERA, Alexander",Early Grade 1 (440),440,Early Grade 1,Mid Grade 1,Late K,Late K,27,45,02/08/26,89.9,9,0,14,3,No
"GUERRERO, Aiden",Late Grade 1 (474),474,Grade 3,Grade 3,Grade 2,Grade 2,26,38,01/28/26,96.9,10,1,47,5,No
"ADAMS, Liam",Grade 2 (487),487,Grade 3,Grade 3,Grade 4,Grade 2,30,35,04/17/26,89.1,4,0,23,2,No
"CARTER, Isabella",Grade 3 (513),513,Grade 2,Grade 4,Grade 2,Grade 2,30,46,04/09/26,94.0,9,0,38,5,No
"RAMIREZ, Emma",Mid K (378),378,Emerging K,Late K,Emerging K,Late K,38,54,03/13/26,93.0,10,1,27,2,No
"JONES, Henry",Mid K (367),367,Mid K,Late K,Early K,Early K,27,38,01/13/26,86.5,14,0,10,2,No
"NELSON, Maya",Emerging K (120),120,Mid K,Early K,Early K,Emerging K,29,38,04/09/26,89.9,9,0,10,4,No
"RIVERA, Victoria",Mid Grade 1 (459),459,Early Grade 1,Mid Grade 1,Grade 2,Late Grade 1,33,43,02/01/26,92.9,6,2,4,4,No
"CASTILLO, Joseph",Early Grade 1 (435),435,Late Grade 1,Early Grade 1,Emerging Grade 1,Emerging Grade 1,37,47,02/26/26,97.5,9,2,32,5,No
"KING, Lincoln",Grade 4 (533),533,Grade 3,Grade 3,Grade 2,Grade 5,24,33,02/28/26,92.4,5,1,29,3,No
"REYES, Jackson",Late Grade 1 (466),466,Grade 3,Early Grade 1,Early Grade 1,Grade 2,24,29,03/15/26,89.4,7,2,35,4,No
"GREEN, Ellie",Emerging Grade 1 (417),417,Emerging Grade 1,Mid Grade 1,Mid Grade 1,Early Grade 1,44,57,05/14/26,94.0,14,0,2,3,No
"WILSON, Thomas",Grade 3 (504),504,Grade 5,Grade 4,Grade 4,Grade 4,29,45,01/11/26,89.0,7,0,49,4,No
"HARRIS, Logan",Grade 4 (525),525,Grade 4,Grade 5,Grade 3,Grade 3,20,32,04/09/26,91.2,7,0,13,4,No
"PEREZ, Violet",Mid K (360),360,Emerging K,Mid K,Mid K,Emerging K,31,50,04/21/26,90.6,9,0,32,4,No
"WALKER, Olivia",Emerging K (184),184,Emerging K,Early K,Mid K,Emerging K,20,28,02/24/26,88.0,8,0,13,4,No
"HERNANDEZ, Camila",Emerging Grade 1 (411),411,Mid Grade 1,Early Grade 1,Emerging Grade 1,Mid Grade 1,30,44,03/02/26,92.3,5,3,48,4,Yes
"WRIGHT, Aaliyah",Emerging K (299),299,Mid K,Mid K,Mid K,Mid K,36,43,02/27/26,85.4,14,1,46,4,No
"GUTIERREZ, Logan",Grade 2 (487),487,Mid Grade 1,Grade 4,Grade 3,Grade 2,32,44,01/02/26,91.0,14,0,36,3,No
"LEE, Abigail",Early Grade 1 (429),429,Emerging Grade 1,Late K,Late K,Emerging Grade 1,21,34,06/16/26,92.1,7,3,10,5,Yes
"REYES, Bella",Emerging K (217),217,Early K,Mid K,Mid K,Early K,35,48,05/18/26,82.4,9,2,40,4,Yes
"CHAVEZ, Skylar",Late Grade 1 (479),479,Grade 3,Late Grade 1,Grade 3,Mid Grade 1,27,32,04/16/26,91.8,15,0,46,5,No
"ROBERTS, Mateo",Mid K (364),364,Emerging K,Early K,Emerging Grade 1,Early K,45,57,02/15/26,95.5,6,2,32,3,No
"MOORE, Naomi",Late K (391),391,Late K,Early K,Mid K,Mid K,39,59,06/03/26,91.5,3,0,25,5,No
"HERNANDEZ, Dylan",Late K (392),392,Early K,Late K,Mid K,Emerging Grade 1,35,52,05/07/26,85.6,13,0,39,5,No
"RAMOS, Layla",Mid Grade 1 (459),459,Late Grade 1,Emerging Grade 1,Emerging Grade 1,Emerging Grade 1,22,27,02/18/26,86.4,11,4,50,5,Yes
"CHAVEZ, Hudson",Grade 8 (601),601,Grade 7,Grade 6,Grade 6,Grade 6,29,45,06/22/26,100.0,3,1,5,1,No
"WILLIAMS, Zoey",Emerging K (249),249,Emerging K,Emerging K,Mid K,Emerging K,26,36,04/27/26,90.0,11,1,39,5,No
"EVANS, Isabella",Mid K (358),358,Late K,Emerging Grade 1,Mid K,Early K,40,48,04/20/26,90.2,12,0,21,4,No
"ROBINSON, Isaiah",Grade 3 (512),512,Grade 5,Grade 3,Grade 3,Grade 4,33,45,03/22/26,93.0,9,0,9,1,No
"ROBERTS, Ava",Grade 4 (525),525,Grade 2,Grade 5,Grade 3,Grade 3,43,50,03/25/26,93.3,9,0,30,3,No
"NELSON, Harper",Late Grade 1 (470),470,Mid Grade 1,Grade 2,Early Grade 1,Late Grade 1,25,42,02/12/26,93.5,8,3,16,3,Yes
"THOMAS, Charles",Grade 2 (491),491,Grade 3,Late Grade 1,Grade 2,Grade 3,41,56,05/28/26,93.3,7,1,16,3,No
"WILLIAMS, Leo",Early K (329),329,Early K,Late K,Mid K,Early K,43,53,04/02/26,89.8,6,2,39,3,No
